sale_id,customer_id,product_id,sale_date,quantity,discount
1292,582,1064,2025-02-26,1,10
1716,586,1212,2025-03-03,1,5
1471,56,1663,2025-02-18,2,0
1532,266,1603,2025-02-23,5,0
1803,131,1169,2025-03-07,1,0
1075,50,1407,2025-03-31,3,0
1327,219,1790,2025-03-10,1,15
1829,372,1753,2025-03-06,2,5
1714,305,1113,,5,0
1584,1,1423,2025-02-16,1,0
1391,453,1292,2025-02-13,5.0,15
1431,9,1066,2025-01-24,5,5
1049,419,1626,2025-02-02,2,0
1367,10,1516,2025-03-14,4,15
1783,270,1043,2025-01-05,5,0
1011,229,1649,2025-02-02,5,0
1658,563,1225,2025-02-03,2,5.0
1530,609,1041,2025-03-26,5,15
1452,676,1610,2025-02-15,3,NaN
1054,604,1562,2025-03-05,2,0
1330,24,1247,2025-01-13,1,5
1687,113,1391,2025-02-28,1,NaN
1725,258,1055,2025-02-14,2,NaN
1263,295,1183,2025-01-30,2,0
1480,634,1106,2025-02-25,2,5
1842,263,1037,not_a_date,4,0
1223,92,1006,2025-03-03,2,NaN
1574,209,1530,2025-03-08,3,5
1816,551,1135,2025-01-29,5,15
1404,74,1220,2025-01-22,3,20
1770,192,1779,,2,
1269,54,1309,2025-03-25,1,0
1112,269,1394,2025-03-19,2.0,0
1418,,1488,2025-01-19,2,0
1208,20,1626,2025-02-26,4,15
1893,285,1142,2025-02-01,3,0
1129,16,1276,2025-03-02,1,0
1744,675,1334,2025/03/17,3,15
1256,650,1676,2025-01-13,3,10
1168,327,1027,2025-03-22,4,10
1207,311,1015,2025-01-07,3,0
1265,316,1498,2025-01-16,one,10
1235,330,1003,2025-02-25,2,5
1252,461,1365,2025-02-25,4,0
1515,269,1342,2025-02-02,1,10
1873,269,1733,2025-01-01,3,0
1815,495,1492,2025-01-01,1,0
1394,461,1661,2025-01-29,2,0
1203,113,1078,2025-02-07,2,5
1317,477,1490,2025-03-21,-2,10
1086,53,1438,2025-03-27,2,0
1130,305,1087,2025-01-25,4,0
1742,653,1614,2025-03-25,2,10
1647,185,1595,2025-02-26,4,0
1621,500,1073,2025-02-24,2,0
1715,23,1281,2025-02-13,2,0
1489,72,1117,,5,
1895,15,1129,2025-01-03,3,0
1594,561,1749,2025-01-14,1,5
1289,650,1147,2025-02-12,3,NaN
1761,129,1653,2025-02-03,3,0
1706,709,1451,2025-03-13,2,10
1479,703,1196,2025-02-28,,10
1763,156,1161,2025-03-29,1,5
1522,587,1007,2025-01-14,,5.0
1013,672,1734,2025-03-07,3,
1199,452,1350,2025-01-02,3,25
1010,416,1482,2025-03-06,3,10
1686,346,1520,2025-02-21,2,5
1581,510,1151,2025/01/21,2,5
1704,25,1074,2025-02-01,4,0
1524,115,1581,2025-01-18,2,10
1846,240,1632,2025-03-13,4,10
1092,223,1440,2025-02-28,2,5
1709,631,1031,2025/03/24,one,20
1612,358,1089,2025/02/15,3,5
1695,464,1449,2025-01-07,2,20
1109,544,1327,2025-03-10,3,0.0
1347,483,1084,2025-02-12,2,5
1501,252,1714,2025-03-13,4,0
1373,355,1145,2025-02-12,4,10
1573,66,1309,2025-01-05,4,0
1379,601,1142,2025-01-01,4,15
1196,677,1256,2025-03-30,3,25
1298,215,1462,2025-01-23,4,25
1652,447,1306,2025-01-29,8,10
1276,164,1097,2025-02-13,1,10
1343,51,1339,not_a_date,5,10
1420,81,1630,2025-03-17,1,0
1043,165,1553,2025/03/28,3,5
1138,714,1350,2025-01-04,2,5
1037,362,1422,2025-02-21,3,15
1229,421,1333,2025-01-22,5,0
1233,239,1302,2025-03-05,-3,0
1046,86,1173,2025-03-05,4,NaN
1677,681,1481,2025-02-11,2,0
1357,457,1237,2025/01/25,2,25
1488,589,1393,2025-01-16,4,10
1322,674,1551,2025-03-11,1,5
1743,708,1735,2025-02-07,2,0
1826,233,1269,2025-03-24,2,10
1729,366,1588,2025-03-04,4,5
1657,578,1279,2025-01-03,4,5
1321,16,1487,2025-03-06,2,0
1386,567,1161,2025-02-17,2,5
1045,425,1071,2025-02-01,3,10
1722,454,1066,2025-03-21,1,10
1876,448,1586,2025-03-01,4,0
1810,118,1124,,2,0
1027,150,1538,2025-03-06,6,
1753,340,1201,2025-03-12,1.0,0
1035,248,1257,2025-01-21,2,0
1741,441,1312,2025-01-17,5,0
1649,684,1613,2025-01-04,3,0
1064,688,1765,2025-03-20,4,5
1104,132,1008,2025-01-08,-3,10
1097,47,1045,2025-03-21,3,5
1424,495,1595,2025-01-04,5,0
1428,411,1120,2025-01-06,5,0
1878,108,1091,2025-01-26,4,0
1036,263,1470,not_a_date,2,0
1813,244,1280,2025/01/16,3,0
1831,134,1733,2025-03-02,5,0
1568,87,1563,2025-01-27,2,0
1173,470,1317,2025-01-28,5,0
1001,562,1324,2025-01-01,2,0
1662,136,1316,2025-01-01,4,0
1341,680,1610,2025-01-27,3,25
1206,709,1422,2025-02-20,3,10
1689,472,1354,2025-03-17,4,0
1481,393,1159,2025-03-29,3.0,15
1490,451,1497,2025/03/20,3,20
1564,138,1321,2025-02-15,5,
1028,149,1634,2025-01-21,3,NaN
1256,650,1676,2025-01-13,3,10
1604,488,1324,,3,0.0
1853,158,1573,2025-02-08,4,0
1552,645,1709,2025-03-08,2,
1897,489,1548,,2,0
1198,173,1502,2025-02-12,3,NaN
1295,415,1209,2025-02-27,4,5
1694,505,1639,2025-02-05,3,0
1025,124,1204,,1,0
1361,659,1113,,4,10
1653,359,1782,2025-03-20,2,5
1438,205,1373,2025-01-15,2,5
1720,436,1259,2025-01-30,3,15
1849,472,1646,2025-01-26,-3,0
1274,543,1549,2025-01-18,2,15
1736,477,1139,2025-03-12,6,5
1544,496,1750,2025-03-31,-2,5
1146,79,1598,2025-03-10,3,0
1571,618,1794,2025-01-21,6,5
1147,205,1214,2025-01-07,4,20
1411,691,1532,2025-01-19,1,0
1824,512,1554,2025-02-25,4,5
1570,656,1384,2025-03-08,6,NaN
1771,107,1605,2025-01-08,2,0
1844,321,1348,2025-01-06,3,5
1183,462,1626,2025-01-11,2,5
1315,460,1331,2025-03-16,1,NaN
1408,270,1142,2025-02-06,1,0.0
1385,652,1483,2025-03-30,2,
1882,106,1100,,3,15
1695,464,1449,2025-01-07,2,20
1868,242,1219,2025-01-08,5,200
1738,517,1317,2025-03-27,3,0
1565,272,1136,2025-02-24,2,0
1136,541,1531,2025-03-25,3,0
1363,694,1034,2025-03-12,3,5
1065,674,1382,2025-01-24,4,0
1039,560,1659,,4,10
1249,324,1063,2025-02-23,3,5
1195,42,1796,2025-03-04,2,5
1598,529,1165,2025-02-20,4,20
1891,491,1230,2025-03-22,2,5
1655,29,1289,2025-02-20,2,5
1140,202,1471,2025-02-27,3,15
1737,212,1135,2025-02-03,4,0
1396,705,1150,2025-01-17,3,0
1628,692,1556,2025-02-14,2,0
1560,217,1791,2025-02-15,1,5
1467,401,1541,2025-01-13,3,5
1549,277,1649,2025-03-18,2,10
1435,411,1230,2025/03/26,2,15.0
1588,164,1620,,1,0
1250,25,1769,2025-03-08,2,10
1671,367,1552,2025-01-15,3,0
1236,685,1345,2025-03-26,2,0
1003,524,1570,2025-01-30,3,0.0
1326,452,1231,2025-02-11,3,10
1555,568,1397,2025-01-30,2,5
1399,246,1574,2025-01-22,3,5
1029,153,1226,2025-01-01,one,0
1305,113,1230,2025-03-03,3,5
1426,719,1605,2025-02-22,2,0
1566,672,1060,2025-02-27,2,10
1042,707,1616,2025-03-02,4,0
1059,205,1402,2025-02-15,3,10
1058,226,1450,2025-03-14,6,5
1678,169,1536,2025-01-04,2,0
1224,238,1739,2025-02-23,2,10
