product_id,product_name,category,price
1028,Thermal Hoodie,sportswear,not_a_number
1015,Rain Jacket,Outdoor Gear,89.89
1150,Thermal Hoodie,Sports Wear,73.57
1486,Rain Jacket,Sportwear,90.83
1047,Gym Shorts,Sportwear,32.67
1457,Trail Shoes,,"140,00"
1505,Thermal Hoodie,Sportswear,70.87
1602,Rain Jacket,OutdoorGear,98.31
1512,gym shorts,Sportswear,29.68
1068,Backpack,Access0ries,62.76
1690,Backpack,Accessories,59.2
1107,Running Shoes,footwear,124.14
1637,Windbreaker,Outdor Gear,120.54
1654,Compression Shirt,Sports Wear,39.99
1500,trail shoes,Footw3ar,132.67
1044,RUNNING SOCKS,Fotwear,11.54
1122,sunglasses,accessories,48.45
1696,Running Shoes,footwear,121.11
1162,gYM sHORTS,,26.72
1222,,footwear,124.93
1212,Sunglasses,Access0ries,57.48
1014,gYM sHORTS, SPORTSWEAR ,32.24
1798,RAIN JACKET,outdoor gear,$90.00
1227,Rain Jacket,Outdoor Gear,NaN
1099,rAIN jACKET,outdoor gear,91.59
1597,Trail Shoes,footwear,NaN
1630,Compression Shirt,Sports Wear,38.55
1753,Cap,accessories,17.43
1173,Thermal Hoodie,,NaN
1243,Gym Shorts,sportswear,32.1
1163,Trail Shoes,Footwear,119.36
1734,Rain Jacket,,79.7
1493,Trail Shoes, FOOTWEAR ,155.22
1458,Running Socks, FOOTWEAR ,13.56
1682,Backpack,Accesories,55.07
1043,Windbreaker,OutdoorGear,95.44
1464,Rain Jacket,outdoor gear,$90.00
1710,Gym Shorts,Sportwear,29.86
1528,Running Socks,Fotwear,11.87
1754,Sports Bottle,hydration,14.54
1248,Windbreaker,Outdor Gear,-110
1659,Rain Jacket, OUTDOOR GEAR ,77.52
1473,,Footw3ar,121.39
1786,Windbreaker,OutdoorGear,"110,00"
1789,Sports Bottle,hydration,15.08
1779,Sunglasses,accessories,67.07
1113,Compression Shirt,sportswear,38.38
1096,GYM SHORTS,Sports Wear,32.92
1497,Rain Jacket, OUTDOOR GEAR ,84.18
1656,Backpack,accessories,59.4
1788,trail shoes,Unknown,-140
1236,Running Socks,Footwear,
1089,Sports Bottle, HYDRATION ,15.78
1234,Sunglasses,Access0ries,55.5
1136,Running Shoes,Footwear,133.6
1022,Running Socks,Footw3ar,12.77
1541,Backpack,Accesories,49.67
1195,Running Socks,Footwear,13.0
1740,Backpack,accessories,54.11
1643,Rain Jacket,outdoor gear,86.62
1482,Running Socks,Footwear,10.21
1145,Gym Shorts,,27.54
1217,BACKPACK,Accesories,55.88
1738,Windbreaker,OutdoorGear,115.86
1127,trail shoes, footwear ,NaN
1137,THERMAL HOODIE, SPORTSWEAR ,71.23
1596,BACKPACK,Access0ries,58.33
1507,Cap,Access0ries,18.94
1622,Backpack,N/A,61.77
1579,Rain Jacket,Outdor Gear,91.63
1461,Thermal Hoodie,Unknown,82.82
1016,, FOOTWEAR ,142.91
1761,Compression Shirt, SPORTSWEAR ,40.9
1107,Running Shoes,footwear,124.14
1132,tHERMAL hOODIE,N/A,73.04
1011,Running Socks,Footw3ar,12.28
1250,Thermal Hoodie,sportswear,85.31
1119, Windbreaker ,Outdor Gear,100.93
1697,Thermal Hoodie, SPORTSWEAR ,75.26
1101,Rain Jacket, OUTDOOR GEAR ,102.55
1784,Compression Shirt,Sports Wear,NaN
1624, Cap ,Unknown,22.91
1049,Trail Shoes,Footw3ar,154.32
1127,TRAIL SHOES,footwear,NaN
1044,running socks,Fotwear,11.54
1739,Thermal Hoodie,Sportwear,74.41
1717,Sports Bottle,Hydration,15.61
1056,Rain Jacket,Outdor Gear,83.85
1713,windbreaker,Outdoor Gear,129.31
1183,sPORTS bOTTLE,Hydration,14.43
1082,Compression Shirt,Sportwear,40.52
1039,Running Socks, FOOTWEAR ,13.6
1212,sUNGLASSES,access0ries,57.48
1192,Rain Jacket,outdoor gear,96.67
1468,Running Socks,footwear,10.85
1564,Backpack,Accesories,52.39
1088,Backpack,Accesories,61.53
1577,Sports Bottle,Hydrtion,15.64
1600,Backpack,Access0ries,51.52
1196,Compression Shirt,Sportwear,44.55
1466,Compression Shirt,Sportwear,36.92
1123,cAP, ACCESSORIES ,21.54
1068,bACKPACK,Access0ries,62.76
1088,Backpack,Accesories,61.53
1034,Cap,accessories,19.03
1208,bACKPACK,,50.9
1662,Sunglasses,Misc,59.85
1201,SPORTS BOTTLE, HYDRATION ,14.88
1148,,Sportwear,30.73
1773,Trail Shoes,N/A,147.94
1169,tRAIL sHOES, FOOTWEAR ,147.82
1561,Compression Shirt,,40.35
1055,Trail Shoes,Footw3ar,146.49
1032,Windbreaker,Outdor Gear,not_a_number
1576,Trail Shoes,Fotwear,$140.00
1144, Running Shoes ,Footwear,123.63
1715,Thermal Hoodie,Sportswear,73.62
1687,Gym Shorts,Misc,23.97
1539,Trail Shoes,Fotwear,
1226,Thermal Hoodie,Sportwear,66.77
1547,Trail Shoes,footwear,133.84
1535,Sports Bottle,Hydration,14.67
1061,rUNNING sHOES,Fotwear,106.45
1014,Gym Shorts, SPORTSWEAR ,32.24
1090,Thermal H00die, SPORTSWEAR ,73.6
1031,Running Socks,Footw3ar,10.52
1073,Cap,Access0ries,21.37
1580,Trail Shoes,Footw3ar,154.65
1030,Compression Shirt,Sportwear,39.61
